time;gFx;gFy;gFz;TgF
0,003041;-0,1004;0,1637;1,0444;1,062
0,003431;-0,0969;0,1860;1,0518;1,073
0,003957;-0,0933;0,1996;1,0463;1,069
0,004352;-0,0974;0,1958;1,0495;1,072
0,016741;-0,1013;0,1844;1,0477;1,069
0,017826;-0,0938;0,1733;1,0444;1,063
0,018247;-0,0835;0,1674;1,0368;1,054
0,018594;-0,0711;0,1656;1,0382;1,054
0,041199;-0,0606;0,1649;1,0434;1,058
0,042560;-0,0536;0,1663;1,0501;1,065
0,042982;-0,0485;0,1664;1,0526;1,067
0,043282;-0,0525;0,1666;1,0509;1,065
0,043602;-0,0600;0,1676;1,0462;1,061
0,043859;-0,0642;0,1692;1,0398;1,055
0,045358;-0,0636;0,1733;1,0366;1,053
0,053041;-0,0658;0,1756;1,0287;1,046
0,055219;-0,0677;0,1755;1,0208;1,038
0,064961;-0,0691;0,1781;1,0154;1,033
0,066033;-0,0696;0,1806;1,0054;1,024
0,066663;-0,0649;0,1816;0,9925;1,011
0,070274;-0,0516;0,1844;0,9704;0,989
0,077167;-0,0442;0,1867;0,9553;0,974
0,077791;-0,0374;0,1859;0,9510;0,970
0,081224;-0,0294;0,1843;0,9539;0,972
0,084941;-0,0264;0,1821;0,9596;0,977
0,089325;-0,0327;0,1803;0,9620;0,979
0,092904;-0,0443;0,1786;0,9557;0,973
0,099673;-0,0526;0,1779;0,9436;0,962
0,101135;-0,0589;0,1782;0,9249;0,944
0,107516;-0,0584;0,1752;0,9133;0,932
0,108928;-0,0596;0,1717;0,9079;0,926
0,114170;-0,0579;0,1673;0,9119;0,929
0,116952;-0,0498;0,1612;0,9092;0,925
0,120706;-0,0334;0,1479;0,9039;0,917
0,124954;-0,0066;0,1197;0,8897;0,898
0,128671;-0,0158;0,1294;0,8880;0,897
0,132947;-0,0352;0,1517;0,8930;0,906
0,139794;-0,0505;0,1674;0,9037;0,920
0,141290;-0,0620;0,1873;0,9354;0,956
0,144571;-0,0679;0,2029;0,9812;1,004
0,148674;-0,0614;0,2071;1,0013;1,024
0,152366;-0,0524;0,1994;1,0005;1,022
0,157514;-0,0387;0,1811;0,9924;1,010
0,160478;-0,0269;0,1501;0,9890;1,001
0,165013;-0,0299;0,1218;0,9934;1,001
0,172518;-0,0341;0,1080;0,9911;0,998
0,173149;-0,0345;0,1092;0,9887;0,995
0,176285;-0,0264;0,1237;0,9939;1,002
0,180211;-0,0026;0,1275;0,9947;1,003
0,184181;-0,0006;0,1217;1,0073;1,015
0,189465;-0,0394;0,1265;1,0265;1,035
0,192345;-0,0739;0,1563;1,0217;1,036
0,196190;-0,0618;0,1892;1,0102;1,030
0,200764;-0,0277;0,2055;1,0059;1,027
0,219766;0,0026;0,2035;0,9980;1,019
0,221216;0,0063;0,1831;0,9887;1,006
0,221674;-0,0008;0,1506;0,9767;0,988
0,222386;-0,0013;0,1269;0,9730;0,981
0,223099;0,0023;0,1177;0,9759;0,983
0,226608;0,0115;0,1183;0,9787;0,986
0,227998;0,0171;0,1305;0,9728;0,982
0,232230;0,0290;0,1442;0,9665;0,978
0,235869;0,0375;0,1562;0,9596;0,973
0,240147;0,0402;0,1623;0,9514;0,966
0,243768;0,0289;0,1591;0,9443;0,958
0,248214;0,0258;0,1437;0,9364;0,948
0,251888;0,0292;0,1289;0,9323;0,942
0,256665;0,0392;0,1154;0,9342;0,942
0,259682;0,0425;0,1086;0,9408;0,948
0,263594;0,0383;0,1136;0,9480;0,956
0,267634;0,0307;0,1332;0,9632;0,973
0,272408;0,0380;0,1556;0,9794;0,992
0,275524;0,0572;0,1771;0,9997;1,017
0,283377;0,0640;0,1870;1,0081;1,027
0,284124;0,0577;0,1853;1,0133;1,032
0,289148;0,0394;0,1749;1,0130;1,029
0,291779;0,0332;0,1667;1,0085;1,023
0,297583;0,0324;0,1622;1,0109;1,024
0,299546;0,0331;0,1624;1,0126;1,026
0,303556;0,0354;0,1641;1,0068;1,021
0,307453;0,0450;0,1666;0,9991;1,014
0,311333;0,0563;0,1669;0,9922;1,008
0,315943;0,0633;0,1646;0,9953;1,011
0,319344;0,0692;0,1596;1,0005;1,015
0,336254;0,0701;0,1564;1,0072;1,022
0,337868;0,0626;0,1574;1,0168;1,031
0,338239;0,0502;0,1596;1,0203;1,034
0,338508;0,0313;0,1653;1,0239;1,038
0,341861;0,0117;0,1712;1,0268;1,041
0,343079;0,0010;0,1794;1,0290;1,045
0,352689;-0,0035;0,1862;1,0257;1,042
0,355156;-0,0128;0,1891;1,0162;1,034
0,357677;-0,0220;0,1926;0,9992;1,018
0,367526;-0,0251;0,1967;0,9682;0,988
0,369456;-0,0142;0,1966;0,9407;0,961
0,370448;-0,0116;0,1905;0,9264;0,946
0,373543;-0,0150;0,1825;0,9155;0,934
0,377018;-0,0104;0,1808;0,9003;0,918
0,378939;-0,0067;0,1773;0,8847;0,902
0,383868;-0,0109;0,1712;0,8855;0,902
0,388251;-0,0172;0,1676;0,8936;0,909
0,391463;-0,0204;0,1645;0,9114;0,926
0,394781;-0,0185;0,1652;0,9322;0,947
0,398733;-0,0179;0,1666;0,9485;0,963
0,402721;-0,0159;0,1660;0,9641;0,978
0,406902;-0,0184;0,1702;0,9675;0,983
0,410681;-0,0240;0,1723;0,9825;0,998
0,414619;-0,0300;0,1794;0,9982;1,015
0,418559;-0,0333;0,1878;1,0147;1,032
0,422597;-0,0323;0,1985;1,0326;1,052
0,426591;-0,0300;0,2063;1,0467;1,067
0,430386;-0,0266;0,2126;1,0545;1,076
0,434614;-0,0190;0,2141;1,0567;1,078
0,438612;-0,0135;0,2069;1,0545;1,075
0,442402;-0,0083;0,1896;1,0502;1,067
0,448867;-0,0061;0,1720;1,0570;1,071
0,451007;-0,0022;0,1642;1,0676;1,080
0,458229;0,0086;0,1632;1,0806;1,093
0,459083;0,0280;0,1757;1,0928;1,107
0,462667;0,0412;0,1891;1,0923;1,109
0,466947;0,0474;0,1981;1,0854;1,104
0,484319;0,0421;0,1976;1,0787;1,097
0,485169;0,0295;0,1908;1,0700;1,087
0,485411;0,0177;0,1813;1,0561;1,072
0,485622;0,0065;0,1723;1,0426;1,057
0,506088;-0,0021;0,1672;1,0222;1,036
0,506995;-0,0061;0,1666;1,0016;1,015
0,507237;-0,0035;0,1697;0,9785;0,993
0,507473;0,0011;0,1666;0,9558;0,970
0,507681;0,0027;0,1626;0,9368;0,951
0,507914;-0,0008;0,1524;0,9121;0,925
0,509816;0,0032;0,1428;0,8928;0,904
0,513699;0,0262;0,1378;0,8747;0,886
0,517962;0,0394;0,1394;0,8913;0,903
0,522060;0,0332;0,1331;0,8883;0,899
0,526222;0,0088;0,1191;0,8762;0,884
0,529980;0,0012;0,1153;0,8767;0,884
0,539061;0,0122;0,1230;0,8948;0,903
0,542310;0,0285;0,1343;0,9205;0,931
0,542835;0,0388;0,1420;0,9359;0,947
0,545464;0,0439;0,1473;0,9518;0,964
0,549396;0,0441;0,1476;0,9605;0,973
0,554046;0,0497;0,1466;0,9715;0,984
0,557499;0,0586;0,1474;0,9807;0,993
0,562319;0,0732;0,1468;0,9770;0,991
0,565507;0,0828;0,1449;0,9762;0,990
0,571368;0,0869;0,1425;0,9711;0,985
0,573801;0,0887;0,1385;0,9658;0,980
0,577729;0,0848;0,1333;0,9640;0,977
0,581176;0,0758;0,1280;0,9643;0,976
0,585294;0,0673;0,1278;0,9598;0,971
0,589656;0,0589;0,1327;0,9594;0,970
0,593177;0,0471;0,1415;0,9683;0,980
0,597045;0,0473;0,1719;0,9645;0,981
0,600994;0,0534;0,2046;0,9084;0,933
0,607435;0,0333;0,2007;0,8932;0,916
0,609463;-0,0224;0,1592;0,9495;0,963
0,615145;-0,0609;0,1342;1,0016;1,012
0,617829;-0,0662;0,1395;1,0203;1,032
0,623063;-0,0545;0,1695;1,0200;1,035
0,625397;-0,0432;0,2076;1,0084;1,030
0,628897;-0,0397;0,2334;1,0007;1,028
0,632839;-0,0412;0,2487;0,9998;1,031
0,637573;-0,0505;0,2541;0,9930;1,026
0,640716;-0,0675;0,2519;0,9910;1,025
0,644791;-0,0779;0,2496;0,9911;1,025
0,649462;-0,0758;0,2528;0,9916;1,026
0,654547;-0,0678;0,2567;0,9950;1,030
0,657144;-0,0625;0,2599;1,0040;1,039
0,660816;-0,0595;0,2590;1,0115;1,046
0,664881;-0,0552;0,2547;1,0127;1,046
0,668918;-0,0501;0,2550;1,0134;1,046
0,672967;-0,0419;0,2573;1,0164;1,049
0,679271;-0,0379;0,2647;1,0208;1,055
0,680474;-0,0358;0,2726;1,0138;1,050
0,684465;-0,0370;0,2747;0,9994;1,037
0,688929;-0,0418;0,2728;0,9864;1,024
0,694845;-0,0472;0,2627;0,9771;1,013
0,696322;-0,0491;0,2506;0,9680;1,001
0,700514;-0,0441;0,2412;0,9670;0,998
0,705091;-0,0338;0,2302;0,9646;0,992
0,708457;-0,0213;0,2202;0,9624;0,987
0,712406;-0,0073;0,2103;0,9684;0,991
0,716326;0,0095;0,1972;0,9819;1,002
0,720899;0,0285;0,1962;0,9834;1,003
0,724209;0,0339;0,1908;0,9889;1,008
0,728196;0,0242;0,1760;0,9981;1,014
0,733902;0,0106;0,1611;1,0084;1,021
0,739803;0,0009;0,1546;1,0094;1,021
0,741402;0,0010;0,1565;0,9972;1,009
0,744251;0,0011;0,1626;0,9894;1,003
0,748235;-0,0002;0,1587;0,9854;0,998
0,753177;-0,0053;0,1548;0,9905;1,003
0,757003;-0,0029;0,1495;0,9988;1,010
0,760321;0,0046;0,1463;0,9976;1,008
0,764077;0,0124;0,1466;0,9938;1,005
0,768127;0,0163;0,1461;0,9970;1,008
0,780524;0,0210;0,1467;0,9993;1,010
0,782428;0,0301;0,1472;0,9992;1,010
0,782925;0,0355;0,1470;1,0008;1,012
0,784534;0,0394;0,1468;1,0009;1,012
0,797732;0,0389;0,1408;1,0024;1,013
0,799578;0,0422;0,1383;1,0039;1,014
0,800012;0,0438;0,1392;0,9983;1,009
0,803607;0,0415;0,1382;0,9976;1,008
0,804693;0,0417;0,1357;0,9967;1,007
0,809873;0,0431;0,1344;0,9962;1,006
0,811731;0,0426;0,1329;0,9921;1,002
0,815785;0,0412;0,1340;0,9901;1,000
0,822821;0,0403;0,1336;0,9811;0,991
0,824444;0,0404;0,1358;0,9717;0,982
0,827510;0,0361;0,1382;0,9603;0,971
0,831445;0,0305;0,1407;0,9521;0,963
0,835738;0,0261;0,1425;0,9441;0,955
0,839428;0,0195;0,1453;0,9414;0,953
0,844592;0,0083;0,1467;0,9499;0,961
0,847559;0,0001;0,1551;0,9606;0,973
0,854001;0,0002;0,1683;0,9657;0,980
0,856075;-0,0010;0,1765;0,9629;0,979
0,859251;-0,0035;0,1804;0,9630;0,980
0,863142;-0,0049;0,1796;0,9665;0,983
0,867112;-0,0039;0,1740;0,9695;0,985
0,872029;-0,0045;0,1674;0,9753;0,990
0,875307;-0,0041;0,1704;0,9804;0,995
0,879153;0,0048;0,1797;0,9828;0,999
0,883219;0,0132;0,1875;0,9954;1,013
0,894612;0,0161;0,1900;1,0090;1,027
0,895639;0,0186;0,1883;1,0179;1,035
0,895939;0,0141;0,1806;1,0228;1,039
0,899062;0,0049;0,1468;1,0312;1,042
0,912424;0,0046;0,1089;1,0299;1,036
0,913906;0,0192;0,1214;1,0254;1,033
0,915046;0,0352;0,1645;1,0081;1,022
0,915411;0,0370;0,2052;0,9813;1,003
0,919839;0,0225;0,2238;0,9686;0,994
0,926756;-0,0050;0,2195;0,9641;0,989
0,928528;-0,0294;0,2029;0,9668;0,988
0,932953;-0,0418;0,1823;0,9737;0,991
0,934746;-0,0369;0,1707;0,9868;1,002
0,939660;-0,0311;0,1745;1,0150;1,030
0,942753;-0,0352;0,1822;1,0275;1,044
0,946746;-0,0452;0,1905;1,0155;1,034
0,950742;-0,0525;0,1992;1,0245;1,045
0,954954;-0,0464;0,2143;1,0453;1,068
0,958788;-0,0298;0,2213;1,0512;1,075
0,962452;-0,0028;0,2220;1,0386;1,062
0,966775;0,0082;0,2178;1,0229;1,046
0,970789;0,0017;0,2035;1,0293;1,049
0,974375;-0,0097;0,1858;1,0525;1,069
0,978657;-0,0098;0,1770;1,0564;1,071
0,982636;-0,0020;0,1736;1,0425;1,057
0,987436;0,0056;0,1717;1,0202;1,035
0,990546;0,0062;0,1655;1,0017;1,015
0,994411;0,0004;0,1578;0,9945;1,007
0,998406;-0,0082;0,1532;0,9976;1,009
1,004308;-0,0102;0,1528;1,0049;1,017
1,006169;-0,0056;0,1613;1,0162;1,029
1,015364;0,0037;0,1673;1,0307;1,044
1,017200;0,0134;0,1738;1,0399;1,054
1,019430;0,0198;0,1748;1,0513;1,066
1,022867;0,0233;0,1745;1,0603;1,075
1,026016;0,0307;0,1748;1,0591;1,074
1,030422;0,0315;0,1718;1,0618;1,076
1,033855;0,0281;0,1663;1,0645;1,078
1,045637;0,0235;0,1650;1,0663;1,079
1,047813;0,0261;0,1677;1,0622;1,076
1,048388;0,0314;0,1707;1,0402;1,055
1,050284;0,0298;0,1690;1,0217;1,036
1,065160;0,0249;0,1634;1,0095;1,023
1,067089;0,0204;0,1627;0,9966;1,010
1,067478;0,0166;0,1617;0,9885;1,002
1,067709;0,0086;0,1611;0,9747;0,988
1,075843;0,0046;0,1609;0,9587;0,972
1,077636;0,0049;0,1571;0,9490;0,962
1,078081;-0,0001;0,1522;0,9465;0,959
1,082039;-0,0048;0,1515;0,9385;0,951
1,090541;-0,0034;0,1555;0,9350;0,948
1,091907;0,0004;0,1565;0,9342;0,947
1,093604;0,0045;0,1598;0,9421;0,956
1,097502;0,0066;0,1598;0,9551;0,968
1,101653;0,0024;0,1550;0,9712;0,983
1,107018;-0,0073;0,1451;0,9831;0,994
1,109619;-0,0095;0,1406;0,9848;0,995
1,113325;-0,0035;0,1463;0,9817;0,993
1,117406;0,0038;0,1531;0,9795;0,991
1,122264;0,0100;0,1562;0,9845;0,997
1,125357;0,0132;0,1551;0,9897;1,002
1,129219;0,0090;0,1542;0,9952;1,007
1,134038;0,0052;0,1519;0,9959;1,007
1,137480;0,0042;0,1501;0,9931;1,004
1,142918;0,0024;0,1483;0,9914;1,002
1,145223;0,0040;0,1457;0,9914;1,002
1,149444;0,0053;0,1437;0,9906;1,001
1,153329;0,0074;0,1401;0,9878;0,998
1,157396;0,0071;0,1378;0,9901;1,000
1,160990;0,0150;0,1387;0,9943;1,004
1,164978;0,0211;0,1420;0,9958;1,006
1,172152;0,0263;0,1473;0,9998;1,011
1,172814;0,0252;0,1478;1,0116;1,023
1,176968;0,0246;0,1474;1,0188;1,030
1,180780;0,0227;0,1500;1,0198;1,031
1,184996;0,0173;0,1510;1,0182;1,029
1,191433;0,0143;0,1504;1,0153;1,026
1,193247;0,0112;0,1483;1,0046;1,016
1,199941;0,0070;0,1448;0,9925;1,003
1,201381;0,0026;0,1397;0,9849;0,995
1,209658;0,0004;0,1391;0,9732;0,983
1,211055;0,0001;0,1433;0,9597;0,970
1,213245;0,0015;0,1469;0,9417;0,953
1,216592;-0,0013;0,1470;0,9291;0,941
1,223233;-0,0022;0,1467;0,9269;0,938
1,224858;-0,0034;0,1420;0,9345;0,945
1,228531;-0,0049;0,1418;0,9488;0,959
1,232507;-0,0040;0,1432;0,9597;0,970
1,237141;-0,0039;0,1460;0,9677;0,979
1,240516;-0,0044;0,1471;0,9719;0,983
1,245818;-0,0020;0,1463;0,9758;0,987
1,250465;-0,0000;0,1416;0,9803;0,991
1,253398;0,0006;0,1320;0,9861;0,995
1,256415;0,0046;0,1231;0,9950;1,003
1,260323;0,0047;0,1282;0,9992;1,007
1,264444;0,0069;0,1380;1,0059;1,015
1,270422;0,0129;0,1463;1,0109;1,022
1,272340;0,0188;0,1491;1,0152;1,026
1,276195;0,0216;0,1496;1,0193;1,030
1,280393;0,0254;0,1440;1,0217;1,032
1,284121;0,0280;0,1333;1,0225;1,032
1,288844;0,0336;0,1031;0,9864;0,992
1,293008;0,0278;0,0987;0,9895;0,995
1,295967;0,0235;0,1135;0,9948;1,001
1,300230;0,0288;0,1354;0,9930;1,003
1,312129;0,0318;0,1489;0,9977;1,009
1,313624;0,0326;0,1527;1,0004;1,013
1,314317;0,0357;0,1441;1,0031;1,014
1,316195;0,0362;0,1292;1,0042;1,013
1,327696;0,0330;0,1140;1,0103;1,017
1,330362;0,0332;0,1083;1,0096;1,016
1,331609;0,0308;0,1110;1,0045;1,011
1,333004;0,0275;0,1167;1,0004;1,008
1,340159;0,0278;0,1179;0,9981;1,005
1,341593;0,0297;0,1179;0,9997;1,007
1,343808;0,0327;0,1122;1,0046;1,011
1,348131;0,0378;0,1043;1,0077;1,014
1,355184;0,0420;0,1022;1,0177;1,024
1,359491;0,0444;0,1001;1,0248;1,031
1,360533;0,0481;0,1000;1,0321;1,038
1,366346;0,0515;0,0981;1,0356;1,041
1,367961;0,0519;0,0969;1,0354;1,041
1,371866;0,0504;0,0970;1,0379;1,044
1,375500;0,0457;0,0961;1,0446;1,050
1,379398;0,0429;0,0944;1,0529;1,058
1,383371;0,0408;0,0915;1,0560;1,061
1,387461;0,0395;0,0938;1,0510;1,056
1,391431;0,0400;0,0872;1,0485;1,053
1,395641;0,0415;0,0790;1,0467;1,051
1,399365;0,0393;0,0766;1,0434;1,047
1,403178;0,0367;0,0768;1,0405;1,044
1,409399;0,0310;0,0754;1,0424;1,046
1,411088;0,0214;0,0707;1,0479;1,051
1,415768;0,0146;0,0633;1,0501;1,052
1,420660;0,0105;0,0604;1,0497;1,051
1,423526;0,0056;0,0617;1,0455;1,047
1,427212;0,0033;0,0642;1,0399;1,042
1,431290;-0,0013;0,0673;1,0285;1,031
1,436540;-0,0042;0,0695;1,0255;1,028
1,439229;-0,0072;0,0697;1,0269;1,029
1,443030;-0,0159;0,0731;1,0435;1,046
1,447244;-0,0139;0,0800;1,0481;1,051
1,451742;-0,0067;0,0874;1,0449;1,049
1,455191;0,0015;0,0934;1,0396;1,044
1,459247;0,0119;0,0966;1,0365;1,041
1,462945;0,0216;0,1069;1,0344;1,040
1,466857;0,0248;0,1181;1,0358;1,043
1,478634;0,0282;0,1271;1,0299;1,038
1,479767;0,0358;0,1315;1,0137;1,023
1,480173;0,0384;0,1308;0,9955;1,005
1,495684;0,0383;0,1255;0,9799;0,989
1,496688;0,0390;0,1203;0,9663;0,975
1,496987;0,0374;0,1119;0,9574;0,965
1,497249;0,0351;0,1059;0,9534;0,960
1,498660;0,0316;0,1000;0,9650;0,971
1,507690;0,0232;0,0850;0,9990;1,003
1,508718;0,0090;0,0578;1,0349;1,037
1,511710;-0,0118;0,0282;1,0572;1,058
1,517606;-0,0368;-0,0221;1,0911;1,092
1,521393;-0,0781;-0,0200;1,0464;1,050
1,523212;-0,0965;-0,0060;0,9931;0,998
1,526470;-0,0819;0,0314;0,9517;0,956
1,532222;-0,0533;0,0630;0,9402;0,944
1,534268;-0,0354;0,0869;0,9366;0,941
1,538681;-0,0404;0,1025;0,9424;0,949
1,542563;-0,0425;0,1048;0,9415;0,948
1,546601;-0,0422;0,1039;0,9369;0,944
1,550741;-0,0432;0,1007;0,9364;0,943
1,554446;-0,0453;0,1036;0,9359;0,943
1,559119;-0,0510;0,1043;0,9388;0,946
1,562256;-0,0509;0,1057;0,9416;0,949
1,569894;-0,0442;0,1082;0,9417;0,949
1,571679;-0,0366;0,1089;0,9431;0,950
1,574048;-0,0297;0,1085;0,9519;0,958
1,577903;-0,0232;0,1064;0,9657;0,972
1,583065;-0,0198;0,1009;0,9766;0,982
1,587417;-0,0220;0,0954;0,9856;0,990
1,589670;-0,0289;0,0877;0,9859;0,990
1,594015;-0,0380;0,0824;0,9856;0,990
1,598039;-0,0454;0,0761;0,9834;0,987
1,606474;-0,0462;0,0769;0,9779;0,982
1,607529;-0,0382;0,0825;0,9756;0,980
1,612862;-0,0234;0,0850;0,9739;0,978
1,614346;-0,0107;0,0791;0,9733;0,977
1,628476;-0,0051;0,0675;0,9737;0,976
1,631237;-0,0048;0,0575;0,9755;0,977
1,631675;-0,0124;0,0474;0,9773;0,978
1,631967;-0,0226;0,0397;0,9783;0,979
1,634087;-0,0288;0,0338;0,9840;0,985
1,641360;-0,0336;0,0305;0,9905;0,992
1,642399;-0,0367;0,0276;0,9980;0,999
1,648900;-0,0353;0,0198;1,0005;1,001
1,653566;-0,0275;-0,0090;1,0023;1,003
1,654340;-0,0684;-0,0370;0,9998;1,003
1,657267;-0,1391;-0,0628;0,9757;0,988
1,662058;-0,2483;-0,1327;0,9491;0,990
1,665406;-0,3026;-0,1565;0,9374;0,997
1,669635;-0,2992;-0,1476;0,9371;0,995
1,673406;-0,2546;-0,1196;0,9466;0,988
1,677852;-0,1953;-0,0842;0,9633;0,987
1,682962;-0,1269;-0,0357;0,9819;0,991
1,688414;-0,0755;0,0083;0,9923;0,995
1,689961;-0,0518;0,0410;0,9904;0,993
1,693340;-0,0361;0,0716;0,9827;0,986
1,697995;-0,0307;0,0899;0,9790;0,984
1,702763;-0,0244;0,1034;0,9822;0,988
1,705171;-0,0109;0,1125;0,9891;0,995
1,709067;0,0055;0,1191;0,9872;0,994
1,712911;0,0193;0,1223;0,9820;0,990
1,717275;0,0151;0,1164;0,9782;0,985
1,721132;-0,0022;0,1038;0,9787;0,984
1,727233;-0,0278;0,0878;0,9782;0,983
1,729406;-0,0439;0,0732;0,9795;0,983
1,732792;-0,0582;0,0603;0,9809;0,984
1,746376;-0,0711;0,0525;0,9836;0,988
1,747956;-0,0813;0,0514;0,9938;0,998
1,748870;-0,0923;0,0482;1,0111;1,016
1,749556;-0,0973;0,0456;1,0223;1,028
1,763425;-0,1020;0,0405;1,0337;1,040
1,765030;-0,1026;0,0351;1,0418;1,047
1,765469;-0,1051;0,0284;1,0451;1,051
1,765771;-0,1083;0,0188;1,0496;1,055
1,773519;-0,1147;0,0093;1,0540;1,060
1,775017;-0,1214;0,0022;1,0513;1,058
1,776835;-0,1265;-0,0033;1,0418;1,049
1,781058;-0,1317;-0,0057;1,0280;1,036
1,788026;-0,1357;-0,0077;1,0088;1,018
1,789761;-0,1380;-0,0029;0,9878;0,997
1,792501;-0,1356;0,0039;0,9723;0,982
1,796464;-0,1252;0,0160;0,9526;0,961
1,800319;-0,1097;0,0302;0,9346;0,942
1,806498;-0,0971;0,0403;0,9218;0,928
1,808138;-0,0796;0,0539;0,9109;0,916
1,812741;-0,0659;0,0649;0,9060;0,911
1,816464;-0,0508;0,0778;0,9025;0,907
1,820292;-0,0348;0,0911;0,8992;0,904
1,824696;-0,0108;0,1077;0,9015;0,908
1,828209;0,0225;0,1345;0,9079;0,918
1,832026;0,0454;0,1545;0,9170;0,931
1,839655;0,0598;0,1696;0,9247;0,942
1,840983;0,0611;0,1780;0,9331;0,952
1,844056;0,0550;0,1800;0,9456;0,964
1,848065;0,0471;0,1748;0,9601;0,977
1,852535;0,0373;0,1621;0,9780;0,992
1,856134;0,0283;0,1517;0,9918;1,004
1,859908;0,0190;0,1385;1,0065;1,016
1,864304;0,0063;0,1286;1,0194;1,028
1,870515;-0,0046;0,1206;1,0236;1,031
1,873627;-0,0164;0,1100;1,0187;1,025
1,876095;-0,0259;0,0984;1,0101;1,015
1,880608;-0,0365;0,0902;1,0022;1,007
1,895446;-0,0447;0,0837;0,9993;1,004
1,897634;-0,0493;0,0771;0,9982;1,002
1,898318;-0,0497;0,0734;0,9965;1,000
1,898801;-0,0445;0,0735;0,9987;1,002
1,916283;-0,0402;0,0773;1,0110;1,015
1,916990;-0,0428;0,0884;1,0590;1,064
1,917233;-0,0508;0,1014;1,1204;1,126
1,917445;-0,0381;0,1196;1,1729;1,180
1,917672;-0,0056;0,1330;1,1759;1,183
1,920242;0,0383;0,1455;1,1380;1,148
1,923537;0,0665;0,1590;1,0885;1,102
1,927303;0,0695;0,1728;1,0469;1,063
1,932751;0,0631;0,1798;1,0164;1,034
1,936014;0,0501;0,1838;1,0053;1,023
1,939808;0,0515;0,1854;0,9933;1,012
1,943721;0,0538;0,1855;0,9795;0,998
1,947233;0,0549;0,1866;0,9680;0,987
1,954473;0,0521;0,1886;0,9499;0,970
1,956945;0,0447;0,1850;0,9256;0,945
